inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,fecha_lectura,horometro_h,ubicacion
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,1301,Depósito 5 - Tolhuin
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,75578,Oficina 1 - Río Grande
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-06-01T00:00:00Z,2935,Taller 2 - Tolhuin
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2025-04-01T00:00:00Z,475,Oficina 2 - Tolhuin
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-09-01T00:00:00Z,657,Taller 4 - Tolhuin
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-07-01T00:00:00Z,1215,Obra 1 - Ushuaia
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,95,Obra 3 - Tolhuin
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-01-01T00:00:00Z,1472,Sucursal 5 - Ushuaia
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2023-01-12T00:00:00Z,1684,Oficina 2 - Ushuaia
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,1951,Depósito 5 - Tolhuin
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-08-01T00:00:00Z,4393,Depósito 3 - Ushuaia
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,1737,Oficina 1 - Ushuaia
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-04-01T00:00:00Z,2032,Oficina 1 - Ushuaia
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,3227,Oficina 1 - Tolhuin
EQP-0058,CLI-008,Cliente 008,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-05T00:00:00Z,2434,Oficina 5 - Río Grande
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-11-01T00:00:00Z,395,Planta 4 - Río Grande
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-08-01T00:00:00Z,2734,Taller 2 - Río Grande
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,-36267,Oficina 1 - Tolhuin
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,3345,Oficina 1 - Ushuaia
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-11-01T00:00:00Z,1436,Taller 5 - Ushuaia
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-02-01T00:00:00Z,21,Sucursal 4 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-09-01T00:00:00Z,-110186,Oficina 3 - Río Grande
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-05T00:00:00Z,33,Oficina 5 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,1088,Obra 5 - Río Grande
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,878,Taller 2 - Tolhuin
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-08-01T00:00:00Z,581,Obra 5 - Tolhuin
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-08-01T00:00:00Z,1969,Taller 2 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-08-01T00:00:00Z,321,Depósito 3 - Río Grande
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,1156,Sucursal 3 - Río Grande
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-10-01T00:00:00Z,3255,Sucursal 4 - Río Grande
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-03-01T00:00:00Z,489,Taller 4 - Ushuaia
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,1306,Taller 1 - Río Grande
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,3774,Planta 1 - Tolhuin
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-06-01T00:00:00Z,1468,Depósito 3 - Ushuaia
EQP-0030,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-09-01T00:00:00Z,2180,Taller 4 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-05-01T00:00:00Z,690,Taller 5 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,2568,Sucursal 4 - Tolhuin
EQP-0052,CLI-016,Cliente 016,Motor Cummins,Cummins,QSB 4.5,2025-05-01T00:00:00Z,527,Taller 1 - Tolhuin
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-02-01T00:00:00Z,1729,Sucursal 3 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,4422,Oficina 3 - Río Grande
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-12-01T00:00:00Z,2151,Taller 4 - Río Grande
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-01T00:00:00Z,-70331,Sucursal 3 - Río Grande
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-04-01T00:00:00Z,861,Taller 4 - Tolhuin
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2022-12-01T00:00:00Z,951,Obra 2 - Tolhuin
EQP-0048,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-01-01T00:00:00Z,192,Planta 3 - Tolhuin
EQP-0040,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-12-01T00:00:00Z,102,Sucursal 1 - Río Grande
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-09-01T00:00:00Z,818,Sucursal 4 - Tolhuin
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-09T00:00:00Z,226,Obra 4 - Río Grande
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,3082,Depósito 5 - Tolhuin
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,2970,Planta 3 - Río Grande
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-12-01T00:00:00Z,590,Depósito 5 - Tolhuin
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,1025,Taller 1 - Río Grande
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-08-01T00:00:00Z,1199,Oficina 2 - Río Grande
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-10-01T00:00:00Z,315,Obra 5 - Tolhuin
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-06-01T00:00:00Z,62902,Sucursal 4 - Río Grande
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,4570,Depósito 2 - Tolhuin
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2023-10-01T00:00:00Z,1931,Taller 4 - Ushuaia
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-10-01T00:00:00Z,836,Sucursal 4 - Tolhuin
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-01-01T00:00:00Z,2182,Taller 4 - Río Grande
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-10-01T00:00:00Z,2279,Sucursal 3 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-08-01T00:00:00Z,2437,Depósito 4 - Ushuaia
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,240,Planta 4 - Río Grande
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-10-01T00:00:00Z,2452,Depósito 3 - Ushuaia
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-05-01T00:00:00Z,402,Taller 2 - Tolhuin
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,1345,Sucursal 3 - Ushuaia
EQP-0070,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2024-12-01T00:00:00Z,127,Obra 5 - Ushuaia
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2024-09-01T00:00:00Z,1861,Taller 3 - Tolhuin
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-02-01T00:00:00Z,1567,Sucursal 5 - Tolhuin
EQP-0022,CLI-004,Cliente 004,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,2011,Planta 4 - Tolhuin
EQP-0039,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-02-01T00:00:00Z,2750,Planta 2 - Ushuaia
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-04-01T00:00:00Z,3804,Sucursal 4 - Río Grande
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-07-01T00:00:00Z,620,Taller 4 - Ushuaia
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-08-01T00:00:00Z,74,Planta 4 - Río Grande
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,3295,Depósito 5 - Tolhuin
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-01-01T00:00:00Z,2518,Depósito 3 - Tolhuin
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-02-01T00:00:00Z,1362,Taller 5 - Río Grande
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,3162,Depósito 2 - Río Grande
EQP-0070,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-02-01T00:00:00Z,9645,Obra 5 - Ushuaia
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,922,Obra 5 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-08-01T00:00:00Z,657,Planta 3 - Tolhuin
EQP-0058,CLI-008,Cliente 008,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-06-01T00:00:00Z,427,Oficina 5 - Tolhuin
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2025-02-01T00:00:00Z,420,Oficina 2 - Tolhuin
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,3479,Obra 3 - Río Grande
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2022-06-01T00:00:00Z,546,Depósito 3 - Río Grande
EQP-0045,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-01T00:00:00Z,19,Sucursal 3 - Río Grande
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,78,Taller 3 - Ushuaia
EQP-0052,CLI-016,Cliente 016,Motor Cummins,Cummins,QSB 4.5,2025-09-01T00:00:00Z,41859,Taller 1 - Ushuaia
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-09-01T00:00:00Z,3496,Depósito 3 - Ushuaia
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-07-01T00:00:00Z,1089,Depósito 4 - Ushuaia
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-01-02T00:00:00Z,974,Sucursal 4 - Tolhuin
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-06-01T00:00:00Z,1409,Oficina 5 - Tolhuin
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,4898,Obra 5 - Ushuaia
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,2336,Depósito 5 - Tolhuin
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,1261,Obra 5 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2022-02-01T00:00:00Z,208,Depósito 3 - Ushuaia
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-11-01T00:00:00Z,389,Taller 4 - Ushuaia
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,2202,Oficina 1 - Ushuaia
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,1420,Obra 1 - Río Grande
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-05-01T00:00:00Z,2441,Sucursal 4 - Río Grande
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-06-01T00:00:00Z,5600,Taller 2 - Río Grande
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-07-01T00:00:00Z,99176,Obra 1 - Tolhuin
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,3049,Depósito 2 - Río Grande
EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-03-01T00:00:00Z,421,Sucursal 2 - Ushuaia
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2025-01-01T00:00:00Z,1587,Oficina 1 - Ushuaia
EQP-0023,CLI-041,Cliente 041,Motor Cummins,Cummins,QSB 4.5,2024-04-01T00:00:00Z,117233,Planta 5 - Ushuaia
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-05-01T00:00:00Z,2249,Taller 5 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-11-01T00:00:00Z,1620,Planta 3 - Tolhuin
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-03-01T00:00:00Z,369,Depósito 3 - Tolhuin
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2022-10-01T00:00:00Z,703,Oficina 2 - Tolhuin
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-09-01T00:00:00Z,1099,Planta 5 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,2445,Sucursal 4 - Tolhuin
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,1890,Planta 5 - Río Grande
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-01T00:00:00Z,70643,Planta 4 - Ushuaia
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-05-01T00:00:00Z,488,Oficina 5 - Tolhuin
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2025-06-01T00:00:00Z,67,Planta 4 - Río Grande
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-04-01T00:00:00Z,756,Planta 1 - Tolhuin
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-09-01T00:00:00Z,2083,Taller 5 - Ushuaia
EQP-0058,CLI-008,Cliente 008,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,798,Oficina 5 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-01-01T00:00:00Z,722,Depósito 4 - Ushuaia
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2024-04-01T00:00:00Z,155,Taller 3 - Tolhuin
EQP-0023,CLI-041,Cliente 041,Motor Cummins,Cummins,QSB 4.5,2025-01-08T00:00:00Z,1448,Planta 5 - Ushuaia
EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-11-01T00:00:00Z,1279,Planta 1 - Río Grande
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,4087,Oficina 3 - Río Grande
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-01T00:00:00Z,1352,Sucursal 4 - Tolhuin
EQP-0040,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-12-01T00:00:00Z,102,Sucursal 1 - Ushuaia
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-05-01T00:00:00Z,5,Oficina 5 - Ushuaia
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,-115722,Sucursal 3 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2023-10-01T00:00:00Z,1535,Oficina 2 - Tolhuin
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-08-01T00:00:00Z,424,Oficina 5 - Ushuaia
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-04-01T00:00:00Z,324,Obra 5 - Río Grande
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-01T00:00:00Z,2441,Planta 4 - Tolhuin
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,1697,Taller 2 - Tolhuin
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-11-01T00:00:00Z,718,Taller 5 - Tolhuin
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-06-01T00:00:00Z,2399,Taller 2 - Río Grande
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,644,Oficina 1 - Río Grande
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,4925,Sucursal 4 - Tolhuin
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-08-01T00:00:00Z,1606,Depósito 5 - Ushuaia
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-11-01T00:00:00Z,92356,Oficina 3 - Tolhuin
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-12-01T00:00:00Z,986,Planta 2 - Tolhuin
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2024-12-01T00:00:00Z,73,Obra 5 - Río Grande
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,2102,Oficina 1 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,459,Obra 5 - Ushuaia
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,3691,Planta 4 - Tolhuin
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-12-01T00:00:00Z,236,Planta 2 - Río Grande
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-09-01T00:00:00Z,193,Obra 3 - Ushuaia
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-11-01T00:00:00Z,1311,Depósito 4 - Ushuaia
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-05-01T00:00:00Z,2115,Depósito 1 - Tolhuin
EQP-0070,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-10-01T00:00:00Z,664,Obra 5 - Ushuaia
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-01-01T00:00:00Z,3688,Sucursal 4 - Río Grande
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-03T00:00:00Z,2995,Oficina 1 - Tolhuin
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2023-11-01T00:00:00Z,871,Depósito 3 - Tolhuin
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2022-12-01T00:00:00Z,48,Depósito 3 - Ushuaia
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-06T00:00:00Z,2115,Sucursal 4 - Tolhuin
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-01T00:00:00Z,55,Obra 5 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-04-01T00:00:00Z,3064,Depósito 3 - Ushuaia
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-01T00:00:00Z,1048,Planta 5 - Río Grande
EQP-0035,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-04-01T00:00:00Z,40332,Oficina 3 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-08-01T00:00:00Z,-58272,Oficina 1 - Tolhuin
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,171,Obra 4 - Río Grande
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-01-07T00:00:00Z,570,Obra 5 - Río Grande
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-01T00:00:00Z,95,Oficina 1 - Ushuaia
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-01-01T00:00:00Z,1040,Obra 2 - Río Grande
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-07-01T00:00:00Z,4631,Oficina 2 - Ushuaia
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-01-01T00:00:00Z,92003,Planta 2 - Tolhuin
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,2213,Planta 4 - Río Grande
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-10-01T00:00:00Z,1205,Sucursal 4 - Río Grande
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2023-02-01T00:00:00Z,549,Depósito 3 - Ushuaia
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-03-01T00:00:00Z,1015,Oficina 2 - Tolhuin
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2023-07-01T00:00:00Z,1630,Sucursal 4 - Tolhuin
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-01T00:00:00Z,692,Obra 5 - Río Grande
EQP-0069,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-10-01T00:00:00Z,1538,Depósito 5 - Río Grande
